Reward per step,Efficiency (Reward per Step),Training/Test Time (s),Latency (s/step),Throughput (steps/s),Memory Consumed (MB),Stability (Reward Std),Convergence Rate per step
-0.01762399040784963,-0.01762399040784963,0.044870074023492634,0.044870074023492634,22.286568983069422,743.62109375,0.0,0.0
-0.016927500558035286,-0.016927500558035286,0.04535163601394743,0.04535163601394743,22.049921191210398,743.62109375,0.0,0.3878233591271648
-0.017253547869792215,-0.017253547869792215,0.0443470380268991,0.0443470380268991,22.54942031062911,743.62109375,0.0,0.34701875435254653
-0.017840062086000415,-0.017840062086000415,0.04411107290070504,0.04411107290070504,22.670044826409487,743.62109375,0.0,0.2915182357790737
-0.016893002920399868,-0.016893002920399868,0.04443063901271671,0.04443063901271671,22.506991171425312,743.62109375,0.0,0.3222472753916922
-0.018199828119653278,-0.018199828119653278,0.044793538050726056,0.044793538050726056,22.324648677395356,743.62109375,0.0,0.3911987795964265
-0.018523636103627977,-0.018523636103627977,0.0443869789596647,0.0443869789596647,22.52912956542321,743.62109375,0.0,0.44401572938485595
-0.019726665799097372,-0.019726665799097372,0.04539952299091965,0.04539952299091965,22.02666314798087,743.62109375,0.0,0.47201680565082405
-0.02071283771848503,-0.02071283771848503,0.05353322206065059,0.05353322206065059,18.6799890144301,743.62109375,0.0,0.4616060465603163
-0.019801365988140557,-0.019801365988140557,0.05700113298371434,0.05700113298371434,17.54351093838271,743.62109375,0.0,0.44237341990038426
-0.021171044951014215,-0.021171044951014215,0.053541923058219254,0.053541923058219254,18.676953364425138,743.62109375,0.0,0.4137727885567001
-0.02075709446398193,-0.02075709446398193,0.05698485404718667,0.05698485404718667,17.548522615710194,743.62109375,0.0,0.3702034301804458
-0.021255107913809086,-0.021255107913809086,0.055640242993831635,0.055640242993831635,17.972603033219347,743.62109375,0.0,0.3275504483562787
-0.020845369527757132,-0.020845369527757132,0.05542931205127388,0.05542931205127388,18.040996054126886,743.62109375,0.0,0.27974428097430587
-0.021264973912865946,-0.021264973912865946,0.071286775986664,0.071286775986664,14.027847187072613,743.62109375,0.0,0.2319923468863784
-0.01998230742284995,-0.01998230742284995,0.044829261023551226,0.044829261023551226,22.30685889456545,743.62109375,0.0,0.1872038225226611
-0.021612661836716913,-0.021612661836716913,0.04541728494223207,0.04541728494223207,22.018048883193636,743.62109375,0.0,0.1461896403095828
-0.020935614217208052,-0.020935614217208052,0.05175201501697302,0.05175201501697302,19.322919110918324,743.62109375,0.0,0.10939075328883664
-0.02140290879558064,-0.02140290879558064,0.04469986190088093,0.04469986190088093,22.37143376902228,743.62109375,0.0,0.08601370871995638
-0.02150444865344227,-0.02150444865344227,0.044544428936205804,0.044544428936205804,22.449496466374,743.62109375,0.0,0.07411689291354252
-0.021200672474073808,-0.021200672474073808,0.044634812977164984,0.044634812977164984,22.40403696799618,743.62109375,0.0,0.06702389523949927
-0.021658710199322112,-0.021658710199322112,0.044828365091234446,0.044828365091234446,22.30730471577104,743.62109375,0.0,0.06400303428892011
