Reward per step,Efficiency (Reward per Step),Training/Test Time (s),Latency (s/step),Throughput (steps/s),Memory Consumed (MB),Stability (Reward Std),Convergence Rate per step
-0.01758999212577494,-0.01758999212577494,0.050088874995708466,0.050088874995708466,19.964513079714376,714.09765625,0.0,0.0
-0.016949683086987247,-0.016949683086987247,0.045014388975687325,0.045014388975687325,22.215118826562524,714.09765625,0.0,1.1897653782731976
-0.018447329495850425,-0.018447329495850425,0.050005021039396524,0.050005021039396524,19.997991785907832,714.09765625,0.0,1.1137936402875188
-0.018683420823442543,-0.018683420823442543,0.044825040968135,0.044825040968135,22.308958974758664,714.09765625,0.0,1.103874873533183
-0.01867061891017024,-0.01867061891017024,0.04468187899328768,0.04468187899328768,22.380437495706584,715.25,0.0,1.0786946009275764
-0.01996060364903085,-0.01996060364903085,0.04439192800782621,0.04439192800782621,22.526617898274253,715.25,0.0,1.044321030234943
-0.020406728463402003,-0.020406728463402003,0.04493103199638426,0.04493103199638426,22.256332774205433,715.25,0.0,0.9903860313653366
-0.0207649705031352,-0.0207649705031352,0.04436254093889147,0.04436254093889147,22.541540201168377,715.25,0.0,0.9152489795363513
-0.022525493201428323,-0.022525493201428323,0.05397381307557225,0.05397381307557225,18.52750330238545,715.25,0.0,0.8109711261445749
-0.02246453146524631,-0.02246453146524631,0.05158374097663909,0.05158374097663909,19.385953423829292,715.25,0.0,0.6972767729922831
-0.021463110012168413,-0.021463110012168413,0.054393199970945716,0.054393199970945716,18.384651032374503,715.25,0.0,0.6049317870956988
-0.022486160517494476,-0.022486160517494476,0.05150553199928254,0.05150553199928254,19.415390176222814,715.25,0.0,0.5237194097468739
-0.021331735468260806,-0.021331735468260806,0.05160876491572708,0.05160876491572708,19.376553607375,715.25,0.0,0.4687648348593176
-0.02141458254588115,-0.02141458254588115,0.05135486798826605,0.05135486798826605,19.472350707404946,715.25,0.0,0.42372344182907806
-0.02236608148409016,-0.02236608148409016,0.05517166398931295,0.05517166398931295,18.125246325608476,715.25,0.0,0.3799346701258733
-0.02138654725884928,-0.02138654725884928,0.052004843950271606,0.052004843950271606,19.22897799590027,715.25,0.0,0.34844311540826617
-0.020932009608228275,-0.020932009608228275,0.05394938890822232,0.05394938890822232,18.535891142366435,715.25,0.0,0.3229327082400389
-0.022335281503444507,-0.022335281503444507,0.052535744034685194,0.052535744034685194,19.034659513716587,715.25,0.0,0.300428754170294
-0.02190312787096407,-0.02190312787096407,0.05247463600244373,0.05247463600244373,19.056825853035555,715.25,0.0,0.2798980672463578
-0.02229983024467619,-0.02229983024467619,0.05467396497260779,0.05467396497260779,18.29024107728441,715.25,0.0,0.26162783680721
-0.022199929794986133,-0.022199929794986133,0.05094216903671622,0.05094216903671622,19.630102504651045,715.25,0.0,0.2457472891376486
-0.021549884797342413,-0.021549884797342413,0.053143354947678745,0.053143354947678745,18.817028036422062,715.25,0.0,0.23100211160083775
-0.02188795237628241,-0.02188795237628241,0.04877236299216747,0.04877236299216747,20.503415021343,715.25,0.0,0.2192867347033773
