Average Reward,Efficiency (Reward per Step),Training/Test Time (s),Latency (s/step),Throughput (steps/s),Memory Consumed (MB),Convergence Rate (episodes),Stability (Reward Std)
1.0835541057382863,1.0835541057382863,2.5738078219837917,0.002573807821983792,388.52939658456654,675.046875,0.0,7.337822913677558
1.0336105226022014,1.0336105226022014,2.553374368992081,0.002553374368992081,391.6386144326889,677.3671875,0.0,7.17278894468044
1.08341289695153,1.08341289695153,2.4960266840116674,0.0024960266840116673,400.6367425498748,679.6875,0.0,7.3378344654458365
1.0836073239596917,1.0836073239596917,1.9295857540037105,0.0019295857540037105,518.2459488649796,664.00390625,0.0,7.337817175547331
1.083515673401595,1.083515673401595,3.1401015149458544,0.0031401015149458544,318.4610418613308,665.921875,0.0,7.337821564224767
1.133528460838946,1.133528460838946,3.1588714809331577,0.0031588714809331576,316.56875122522916,668.49609375,0.0,7.498877930014812
1.1335621786519146,1.1335621786519146,3.01423650381912,0.00301423650381912,331.75897071546063,671.31640625,0.0,7.498892685081922
1.0835788266280075,1.0835788266280075,2.8953828789672116,0.0028953828789672117,345.3774653653757,674.05078125,0.0,7.337791174569646
1.1335006710172035,1.1335006710172035,3.4162443732639076,0.0034162443732639078,292.71910634560135,665.45703125,0.0,7.4989342052058605
1.1334606215302043,1.1334606215302043,3.7237233769119484,0.0037237233769119482,268.5484121082301,668.03125,0.0,7.4988891613267805
1.0834901632046585,1.0834901632046585,3.515786047806614,0.003515786047806614,284.43141488199143,670.8671875,0.0,7.3377923749777585
1.133665528636548,1.133665528636548,3.4680155038658995,0.0034680155038658996,288.3493452913548,673.4453125,0.0,7.498887181028066
1.083525044934756,1.083525044934756,3.4142442980228225,0.0034142442980228224,292.8905821352903,676.28125,0.0,7.337843588804395
1.183427845986246,1.183427845986246,3.3280896973155905,0.0033280896973155905,300.4726707956795,678.859375,0.0,7.656256776656428
1.0835125065070321,1.0835125065070321,3.3250456770329038,0.0033250456770329037,300.74774819104067,681.4375,0.0,7.337825915900403
1.1833894291643399,1.1833894291643399,3.237588599076844,0.0032375885990768437,308.87185613550065,684.2734375,0.0,7.656272441048789
1.083577081926135,1.083577081926135,3.202749991804012,0.003202749991804012,312.23167670253594,686.8515625,0.0,7.3378457941416135
1.0337347512698463,1.0337347512698463,3.311164802085841,0.003311164802085841,302.00852563123954,665.44140625,0.0,7.17278417794623
1.133940295138729,1.133940295138729,3.09720043206471,0.00309720043206471,322.8722266880747,665.3203125,0.0,7.498948446793689
1.183824829272475,1.183824829272475,3.1492431700753514,0.0031492431700753513,317.536609907476,667.89453125,0.0,7.656319774259841
1.034676425588807,1.034676425588807,2.9797657792223617,0.0029797657792223617,335.5968468974675,665.17578125,0.0,7.172850361332077
1.2354318380718228,1.2354318380718228,3.224942692104378,0.003224942692104378,310.0830295212062,665.55859375,0.0,7.81017186376576
1.0887894323404792,1.0887894323404792,2.987698130251374,0.002987698130251374,334.70583586564135,665.40625,0.0,7.337824255618302
1.1853853978278481,1.1853853978278481,2.772963329247432,0.0027729633292474317,360.62503584257456,665.6953125,0.0,7.656348420696825
1.0346770381812882,1.0346770381812882,3.621829222975066,0.003621829222975066,276.1035759655652,665.5703125,0.0,7.172837197694167
1.1854082235322676,1.1854082235322676,3.144084758241661,0.003144084758241661,318.05758333285297,665.75,0.0,7.656287653742636
1.135379416288585,1.135379416288585,3.283297261936241,0.0032832972619362406,304.571874010054,665.46875,0.0,7.498934839371875
